date,GWRE_adj_close,GWRE_cashflow,GWRE_cml_units,GWRE_cml_cost,GWRE_gain_loss,GWRE_avg_price,GWRE_mktvalue
2021-10-01,118.47,-4883.19,39.0,4883.19,1152.06,125.21,4620.33
2021-10-04,113.12,-4883.19,39.0,4883.19,1152.06,125.21,4411.68
2021-10-05,114.77,-4883.19,39.0,4883.19,1152.06,125.21,4476.03
2021-10-06,116.86,-4883.19,39.0,4883.19,1152.06,125.21,4557.54
2021-10-07,118.85,-4883.19,39.0,4883.19,1152.06,125.21,4635.15
2021-10-08,118.77,-4883.19,39.0,4883.19,1152.06,125.21,4632.03
2021-10-11,118.49,-4883.19,39.0,4883.19,1152.06,125.21,4621.11
2021-10-12,119.22,-4883.19,39.0,4883.19,1152.06,125.21,4649.58
2021-10-13,118.15,-4883.19,39.0,4883.19,1152.06,125.21,4607.85
2021-10-14,121.86,-4883.19,39.0,4883.19,1152.06,125.21,4752.54
2021-10-15,121.8,-4883.19,39.0,4883.19,1152.06,125.21,4750.2
2021-10-18,120.41,-4883.19,39.0,4883.19,1152.06,125.21,4695.99
2021-10-19,121.44,-4883.19,39.0,4883.19,1152.06,125.21,4736.16
2021-10-20,121.7,-4883.19,39.0,4883.19,1152.06,125.21,4746.3
2021-10-21,123.34,-4883.19,39.0,4883.19,1152.06,125.21,4810.26
2021-10-22,123.45,-4883.19,39.0,4883.19,1152.06,125.21,4814.55
2021-10-25,125.31,-4883.19,39.0,4883.19,1152.06,125.21,4887.09
2021-10-26,125.06,-4883.19,39.0,4883.19,1152.06,125.21,4877.34
2021-10-27,123.47,-4883.19,39.0,4883.19,1152.06,125.21,4815.33
2021-10-28,125.25,-4883.19,39.0,4883.19,1152.06,125.21,4884.75
2021-10-29,125.73,-4883.19,39.0,4883.19,1152.06,125.21,4903.47
2021-11-01,119.39,-4883.19,39.0,4883.19,1152.06,125.21,4656.21
2021-11-02,122.77,-4883.19,39.0,4883.19,1152.06,125.21,4788.03
2021-11-03,123.03,-4883.19,39.0,4883.19,1152.06,125.21,4798.17
2021-11-04,123.85,-4883.19,39.0,4883.19,1152.06,125.21,4830.15
2021-11-05,125.67,-4883.19,39.0,4883.19,1152.06,125.21,4901.13
2021-11-08,126.31,-4883.19,39.0,4883.19,1152.06,125.21,4926.09
2021-11-09,127.83,-4883.19,39.0,4883.19,1152.06,125.21,4985.37
2021-11-10,124.96,-4883.19,39.0,4883.19,1152.06,125.21,4873.44
2021-11-11,125.42,-4883.19,39.0,4883.19,1152.06,125.21,4891.38
2021-11-12,125.21,-4883.19,39.0,4883.19,1152.06,125.21,4883.19
